Rtype,Ring,Spec,Age,Sex,Date,Place,Site,Find,Circumstance,Text,Wing,Wt,Init,Blmtd,Bill,Bdmtd,Billd,Tsmtd,Tarsus,Fat,Fatmtd,Pec,Pulaliv,Pulring
N,BZD5346,BLUTI,1,,09/05/2026  08:00:00,WYT,C47,,,,,11.0,MH,,,,,,,,,,10,10
N,BZD5347,BLUTI,1,,09/05/2026  08:00:00,WYT,C47,,,,,12.1,MH,,,,,,,,,,10,10
O,ATR9227,BLUTI,6,M,03/05/2026  08:04:59,WYT,C47,89,86,,,,MH,,,,,,,,,,,
O,BVA5283,BLUTI,6,F,04/05/2026  12:45:00,WYT,C48,89,86,,,,MH,,,,,,,,,,,
R,BZD0849,BLUTI,5,F,09/05/2026  04:40:00,WYT,C52,,,,61.0,10.3,MH,,,,,M,18.6,,,,,
N,BZD6328,BLUTI,1,,13/05/2026  06:00:00,WYT,C52,,,,,9.6,MH,,,,,,,,,,8,8
N,BZD6329,BLUTI,1,,13/05/2026  06:00:00,WYT,C52,,,,,9.6,MH,,,,,,,,,,8,8
N,BZD6330,BLUTI,1,,13/05/2026  06:00:00,WYT,C52,,,,,10.4,MH,,,,,,,,,,8,8
N,BZD6331,BLUTI,1,,13/05/2026  06:00:00,WYT,C52,,,,,10.0,MH,,,,,,,,,,8,8
N,BZD6332,BLUTI,1,,13/05/2026  06:00:00,WYT,C52,,,,,10.2,MH,,,,,,,,,,8,8
N,BZD6333,BLUTI,1,,13/05/2026  06:00:00,WYT,C52,,,,,8.7,MH,,,,,,,,,,8,8
N,BZD6334,BLUTI,1,,13/05/2026  06:00:00,WYT,C52,,,,,10.3,MH,,,,,,,,,,8,8
N,BZD6335,BLUTI,1,,13/05/2026  06:00:00,WYT,C52,,,,,9.5,MH,,,,,,,,,,8,8
N,BZD3824,BLUTI,6,F,17/05/2026  11:29:59,WYT,C53,,,,63.0,11.3,MH,,,,,M,18.5,,,,,
N,BZD6460,BLUTI,1,,21/05/2026  07:40:00,WYT,C53,,,,,10.3,MH,,,,,,,,,,4,4
N,BZD6461,BLUTI,1,,21/05/2026  07:40:00,WYT,C53,,,,,11.4,MH,,,,,,,,,,4,4
N,BZD6462,BLUTI,1,,21/05/2026  07:40:00,WYT,C53,,,,,11.0,MH,,,,,,,,,,4,4
N,BZD6463,BLUTI,1,,21/05/2026  07:40:00,WYT,C53,,,,,11.2,MH,,,,,,,,,,4,4
R,PY90181,GRETI,6,F,12/05/2026  03:55:00,WYT,C54,,,,75.0,18.9,MH,,,,,M,23.1,,,,,
N,PY92746,GRETI,1,,16/05/2026  10:30:00,WYT,C54,,,,,18.9,MH,,,,,,,,,,9,9
N,PY92747,GRETI,1,,16/05/2026  10:30:00,WYT,C54,,,,,18.3,MH,,,,,,,,,,9,9
N,PY92748,GRETI,1,,16/05/2026  10:30:00,WYT,C54,,,,,17.7,MH,,,,,,,,,,9,9
P,PY92749,GRETI,1,,16/05/2026  10:30:00,WYT,C54,,,,,16.2,MH,,,,,,,,,,9,9
N,PY92750,GRETI,1,,16/05/2026  10:30:00,WYT,C54,,,,,19.3,MH,,,,,,,,,,9,9
N,PY92751,GRETI,1,,16/05/2026  10:30:00,WYT,C54,,,,,18.4,MH,,,,,,,,,,9,9
N,PY92752,GRETI,1,,16/05/2026  10:30:00,WYT,C54,,,,,18.0,MH,,,,,,,,,,9,9
N,PY92753,GRETI,1,,16/05/2026  10:30:00,WYT,C54,,,,,17.6,MH,,,,,,,,,,9,9
N,PY92754,GRETI,1,,16/05/2026  10:30:00,WYT,C54,,,,,19.0,MH,,,,,,,,,,9,9
O,PY94287,GRETI,5,,07/05/2026  08:19:59,WYT,C54,89,86,,,,MH,,,,,,,,,,,
O,PY90181,GRETI,6,F,07/05/2026  08:19:59,WYT,C54,89,86,,,,MH,,,,,,,,,,,
R,PT90485,GRETI,6,F,12/05/2026  04:05:00,WYT,C56,,,,76.0,17.5,MH,,,,,M,22.3,,,,,
N,PY92709,GRETI,1,,15/05/2026  10:09:59,WYT,C56,,,,,19.5,MH,,,,,,,,,,5,5
N,PY92710,GRETI,1,,15/05/2026  10:09:59,WYT,C56,,,,,18.9,MH,,,,,,,,,,5,5
N,PY92711,GRETI,1,,15/05/2026  10:09:59,WYT,C56,,,,,19.3,MH,,,,,,,,,,5,5
N,PY92712,GRETI,1,,15/05/2026  10:09:59,WYT,C56,,,,,18.2,MH,,,,,,,,,,5,5
N,PY92713,GRETI,1,,15/05/2026  10:09:59,WYT,C56,,,,,19.1,MH,,,,,,,,,,5,5
O,PY94216,GRETI,5,,05/05/2026  11:10:00,WYT,C56,89,86,,,,MH,,,,,,,,,,,
O,PT90485,GRETI,6,F,05/05/2026  11:10:00,WYT,C56,89,86,,,,MH,,,,,,,,,,,
R,AJY6854,BLUTI,6,F,06/05/2026  06:10:00,WYT,C58,,,,64.0,10.3,MH,,,,,M,18.6,,,,,
N,BZD5348,BLUTI,1,,10/05/2026  06:59:59,WYT,C58,,,,,10.3,MH,,,,,,,,,,11,11
N,BZD5349,BLUTI,1,,10/05/2026  06:59:59,WYT,C58,,,,,7.6,MH,,,,,,,,,,11,11
N,BZD5350,BLUTI,1,,10/05/2026  06:59:59,WYT,C58,,,,,10.1,MH,,,,,,,,,,11,11
N,BZD5351,BLUTI,1,,10/05/2026  06:59:59,WYT,C58,,,,,10.6,MH,,,,,,,,,,11,11
N,BZD5352,BLUTI,1,,10/05/2026  06:59:59,WYT,C58,,,,,9.3,MH,,,,,,,,,,11,11
N,BZD5353,BLUTI,1,,10/05/2026  06:59:59,WYT,C58,,,,,10.9,MH,,,,,,,,,,11,11
N,BZD5354,BLUTI,1,,10/05/2026  06:59:59,WYT,C58,,,,,10.5,MH,,,,,,,,,,11,11
N,BZD5355,BLUTI,1,,10/05/2026  06:59:59,WYT,C58,,,,,10.1,MH,,,,,,,,,,11,11
N,BZD5356,BLUTI,1,,10/05/2026  06:59:59,WYT,C58,,,,,10.2,MH,,,,,,,,,,11,11
N,BZD5357,BLUTI,1,,10/05/2026  06:59:59,WYT,C58,,,,,9.7,MH,,,,,,,,,,11,11
N,BZD5358,BLUTI,1,,10/05/2026  06:59:59,WYT,C58,,,,,10.2,MH,,,,,,,,,,11,11
O,BZD6511,BLUTI,6,M,01/05/2026  07:40:00,WYT,C58,89,86,,,,MH,,,,,,,,,,,
O,AJY6854,BLUTI,6,F,01/05/2026  07:40:00,WYT,C58,89,86,,,,MH,,,,,,,,,,,
R,PT90018,GRETI,5,F,16/05/2026  09:59:59,WYT,C59,,,,74.0,19.6,MH,,,,,M,22.8,,,,,
N,PY92607,GRETI,1,,20/05/2026  08:00:00,WYT,C59,,,,,17.0,MH,,,,,,,,,,7,7
N,PY92608,GRETI,1,,20/05/2026  08:00:00,WYT,C59,,,,,17.9,MH,,,,,,,,,,7,7
N,PY92609,GRETI,1,,20/05/2026  08:00:00,WYT,C59,,,,,15.5,MH,,,,,,,,,,7,7
N,PY92610,GRETI,1,,20/05/2026  08:00:00,WYT,C59,,,,,16.4,MH,,,,,,,,,,7,7
N,PY92611,GRETI,1,,20/05/2026  08:00:00,WYT,C59,,,,,17.9,MH,,,,,,,,,,7,7
N,PY92612,GRETI,1,,20/05/2026  08:00:00,WYT,C59,,,,,17.4,MH,,,,,,,,,,7,7
N,PY92613,GRETI,1,,20/05/2026  08:00:00,WYT,C59,,,,,18.7,MH,,,,,,,,,,7,7
O,PT90018,GRETI,6,F,10/05/2026  06:59:59,WYT,C59,89,86,,,,MH,,,,,,,,,,,
N,BZD5369,BLUTI,1,,11/05/2026  06:20:00,WYT,C6,,,,,11.1,MH,,,,,,,,,,11,11
N,BZD5370,BLUTI,1,,11/05/2026  06:20:00,WYT,C6,,,,,11.2,MH,,,,,,,,,,11,11
N,BZD5371,BLUTI,1,,11/05/2026  06:20:00,WYT,C6,,,,,11.5,MH,,,,,,,,,,11,11
N,BZD5372,BLUTI,1,,11/05/2026  06:20:00,WYT,C6,,,,,11.2,MH,,,,,,,,,,11,11
N,BZD5373,BLUTI,1,,11/05/2026  06:20:00,WYT,C6,,,,,10.8,MH,,,,,,,,,,11,11
N,BZD5374,BLUTI,1,,11/05/2026  06:20:00,WYT,C6,,,,,10.3,MH,,,,,,,,,,11,11
N,BZD5375,BLUTI,1,,11/05/2026  06:20:00,WYT,C6,,,,,12.2,MH,,,,,,,,,,11,11
N,BZD5376,BLUTI,1,,11/05/2026  06:20:00,WYT,C6,,,,,10.8,MH,,,,,,,,,,11,11
N,BZD5377,BLUTI,1,,11/05/2026  06:20:00,WYT,C6,,,,,10.4,MH,,,,,,,,,,11,11
N,BZD5378,BLUTI,1,,11/05/2026  06:20:00,WYT,C6,,,,,11.8,MH,,,,,,,,,,11,11
N,BZD5379,BLUTI,1,,11/05/2026  06:20:00,WYT,C6,,,,,10.9,MH,,,,,,,,,,11,11
O,BZD0422,BLUTI,6,F,01/05/2026  07:19:59,WYT,C6,89,86,,,,MH,,,,,,,,,,,
O,BZD0443,BLUTI,5,M,01/05/2026  07:19:59,WYT,C6,89,86,,,,MH,,,,,,,,,,,
N,PY92795,GRETI,1,,19/05/2026  10:30:00,WYT,C61,,,,,20.0,MH,,,,,,,,,,4,4
N,PY92796,GRETI,1,,19/05/2026  10:30:00,WYT,C61,,,,,17.4,MH,,,,,,,,,,4,4
N,PY92797,GRETI,1,,19/05/2026  10:30:00,WYT,C61,,,,,18.6,MH,,,,,,,,,,4,4
N,PY92798,GRETI,1,,19/05/2026  10:30:00,WYT,C61,,,,,19.9,MH,,,,,,,,,,4,4
O,PY93684,GRETI,5,M,09/05/2026  06:30:00,WYT,C61,89,86,,,,MH,,,,,,,,,,,
O,PT90343,GRETI,6,F,09/05/2026  06:30:00,WYT,C61,89,86,,,,MH,,,,,,,,,,,
N,PY90759,GRETI,1,,13/05/2026  06:20:00,WYT,C9,,,,,19.7,MH,,,,,,,,,,7,7
N,PY90760,GRETI,1,,13/05/2026  06:20:00,WYT,C9,,,,,18.1,MH,,,,,,,,,,7,7
N,PY90761,GRETI,1,,13/05/2026  06:20:00,WYT,C9,,,,,17.9,MH,,,,,,,,,,7,7
N,PY90762,GRETI,1,,13/05/2026  06:20:00,WYT,C9,,,,,18.6,MH,,,,,,,,,,7,7
N,PY90763,GRETI,1,,13/05/2026  06:20:00,WYT,C9,,,,,18.2,MH,,,,,,,,,,7,7
N,PY90764,GRETI,1,,13/05/2026  06:20:00,WYT,C9,,,,,19.4,MH,,,,,,,,,,7,7
N,PY90765,GRETI,1,,13/05/2026  06:20:00,WYT,C9,,,,,19.4,MH,,,,,,,,,,7,7
O,PY90619,GRETI,6,M,03/05/2026  10:05:00,WYT,C9,89,86,,,,MH,,,,,,,,,,,
O,TY70945,GRETI,6,F,03/05/2026  10:05:00,WYT,C9,89,86,,,,MH,,,,,,,,,,,
N,BPL0097,BLUTI,1,,24/05/2026  09:13:00,WYT,CP1,,,,,10.4,CJA,,,,,,,,,,6,6
N,BPL0098,BLUTI,1,,24/05/2026  09:13:00,WYT,CP1,,,,,11.3,CJA,,,,,,,,,,6,6
N,BPL0100,BLUTI,1,,24/05/2026  09:13:00,WYT,CP1,,,,,10.7,CJA,,,,,,,,,,6,6
N,BPL3701,BLUTI,1,,24/05/2026  09:13:00,WYT,CP1,,,,,11.1,CJA,,,,,,,,,,6,6
N,BPL3702,BLUTI,1,,24/05/2026  09:13:00,WYT,CP1,,,,,11.0,CJA,,,,,,,,,,6,6
N,BPL3703,BLUTI,1,,24/05/2026  09:13:00,WYT,CP1,,,,,10.9,CJA,,,,,,,,,,6,6
N,BZD7921,BLUTI,5,F,09/05/2026  21:30:00,WYT,CP100,,,,,10.1,KMM,,,,,,,,,,,
N,BPL2808,BLUTI,6,M,10/05/2026  11:26:00,WYT,CP100,,,,67.0,11.3,CJA,,,,,M,20.6,,,,,
N,BPL3049,BLUTI,1,,13/05/2026  14:19:59,WYT,CP100,,,,,12.1,CJA,,,,,,,,,,12,12
N,BPL3050,BLUTI,1,,13/05/2026  14:19:59,WYT,CP100,,,,,11.6,CJA,,,,,,,,,,12,12
N,BPL3051,BLUTI,1,,13/05/2026  08:00:00,WYT,CP100,,,,,12.1,CJA,,,,,,,,,,12,12
N,BPL3052,BLUTI,1,,13/05/2026  08:00:00,WYT,CP100,,,,,10.7,CJA,,,,,,,,,,12,12
N,BPL3053,BLUTI,1,,13/05/2026  08:00:00,WYT,CP100,,,,,11.3,CJA,,,,,,,,,,12,12
N,BPL3054,BLUTI,1,,13/05/2026  08:00:00,WYT,CP100,,,,,11.6,CJA,,,,,,,,,,12,12
N,BPL3055,BLUTI,1,,13/05/2026  08:00:00,WYT,CP100,,,,,11.1,CJA,,,,,,,,,,12,12
N,BPL3056,BLUTI,1,,13/05/2026  08:00:00,WYT,CP100,,,,,11.8,CJA,,,,,,,,,,12,12
N,BPL3057,BLUTI,1,,13/05/2026  08:00:00,WYT,CP100,,,,,10.7,CJA,,,,,,,,,,12,12
N,BPL3058,BLUTI,1,,13/05/2026  08:00:00,WYT,CP100,,,,,10.3,CJA,,,,,,,,,,12,12
N,BPL3059,BLUTI,1,,13/05/2026  08:00:00,WYT,CP100,,,,,11.0,CJA,,,,,,,,,,12,12
N,BPL3060,BLUTI,1,,13/05/2026  08:00:00,WYT,CP100,,,,,10.2,CJA,,,,,,,,,,12,12
N,BZD7934,BLUTI,5,F,11/05/2026  03:55:00,WYT,CP101,,,,,11.0,KMM,,,,,,,,,,,
O,ATR5163,BLUTI,5,,08/05/2026  08:00:00,WYT,CP101,89,86,,,,CJA,,,,,,,,,,,
N,BPL3160,BLUTI,1,,17/05/2026  14:00:00,WYT,CP101,,,,,10.7,CJA,,,,,,,,,,10,10
N,BPL3161,BLUTI,1,,17/05/2026  14:00:00,WYT,CP101,,,,,10.8,CJA,,,,,,,,,,10,10
N,BPL3162,BLUTI,1,,17/05/2026  14:00:00,WYT,CP101,,,,,11.4,CJA,,,,,,,,,,10,10
N,BPL3163,BLUTI,1,,17/05/2026  14:00:00,WYT,CP101,,,,,10.5,CJA,,,,,,,,,,10,10
N,BPL3164,BLUTI,1,,17/05/2026  14:00:00,WYT,CP101,,,,,11.4,CJA,,,,,,,,,,10,10
N,BPL3165,BLUTI,1,,17/05/2026  14:00:00,WYT,CP101,,,,,10.8,CJA,,,,,,,,,,10,10
N,BPL3166,BLUTI,1,,17/05/2026  14:00:00,WYT,CP101,,,,,11.8,CJA,,,,,,,,,,10,10
N,BPL3167,BLUTI,1,,17/05/2026  14:00:00,WYT,CP101,,,,,11.6,CJA,,,,,,,,,,10,10
N,BPL3168,BLUTI,1,,17/05/2026  14:00:00,WYT,CP101,,,,,10.8,CJA,,,,,,,,,,10,10
N,BPL3169,BLUTI,1,,17/05/2026  14:00:00,WYT,CP101,,,,,10.9,CJA,,,,,,,,,,10,10
N,BPL2826,BLUTI,5,M,14/05/2026  13:11:00,WYT,CP102,,,,66.0,11.2,CJA,,,,,M,19.9,,,,,
N,BPL2827,BLUTI,5,F,14/05/2026  13:25:59,WYT,CP102,,,,63.0,9.4,CJA,,,,,M,18.9,,,,,
N,BPL0002,BLUTI,1,,18/05/2026  08:00:00,WYT,CP102,,,,,12.9,CJA,,,,,,,,,,9,9
N,BPL0003,BLUTI,1,,18/05/2026  08:00:00,WYT,CP102,,,,,11.2,CJA,,,,,,,,,,9,9
N,BPL0004,BLUTI,1,,18/05/2026  08:00:00,WYT,CP102,,,,,11.8,CJA,,,,,,,,,,9,9
N,BPL0005,BLUTI,1,,18/05/2026  08:00:00,WYT,CP102,,,,,11.1,CJA,,,,,,,,,,9,9
N,BPL0006,BLUTI,1,,18/05/2026  08:00:00,WYT,CP102,,,,,11.9,CJA,,,,,,,,,,9,9
N,BPL0007,BLUTI,1,,18/05/2026  08:00:00,WYT,CP102,,,,,11.0,CJA,,,,,,,,,,9,9
N,BPL0008,BLUTI,1,,18/05/2026  08:00:00,WYT,CP102,,,,,11.3,CJA,,,,,,,,,,9,9
N,BPL0009,BLUTI,1,,18/05/2026  08:00:00,WYT,CP102,,,,,13.0,CJA,,,,,,,,,,9,9
N,BPL0010,BLUTI,1,,18/05/2026  08:00:00,WYT,CP102,,,,,11.7,CJA,,,,,,,,,,9,9
O,AJY5238,BLUTI,6,,05/05/2026  08:00:00,WYT,CP105,89,86,,,,CJA,,,,,,,,,,,
N,BPL2809,BLUTI,5,F,10/05/2026  11:39:59,WYT,CP105,,,,62.0,10.6,CJA,,,,,M,19.5,,,,,
R,AJY5238,BLUTI,6,M,10/05/2026  11:13:59,WYT,CP105,,,,66.0,11.6,CJA,,,,,M,20.1,,,,,
N,BPL2924,BLUTI,1,,14/05/2026  13:30:00,WYT,CP105,,,,,11.2,CJA,,,,,,,,,,10,10
N,BPL2925,BLUTI,1,,14/05/2026  13:30:00,WYT,CP105,,,,,12.2,CJA,,,,,,,,,,10,10
N,BPL2926,BLUTI,1,,14/05/2026  08:00:00,WYT,CP105,,,,,11.4,CJA,,,,,,,,,,10,10
N,BPL2927,BLUTI,1,,14/05/2026  08:00:00,WYT,CP105,,,,,12.3,CJA,,,,,,,,,,10,10
N,BPL2928,BLUTI,1,,14/05/2026  08:00:00,WYT,CP105,,,,,11.9,CJA,,,,,,,,,,10,10
N,BPL2929,BLUTI,1,,14/05/2026  08:00:00,WYT,CP105,,,,,12.3,CJA,,,,,,,,,,10,10
N,BPL2930,BLUTI,1,,14/05/2026  08:00:00,WYT,CP105,,,,,12.7,CJA,,,,,,,,,,10,10
N,BPL2931,BLUTI,1,,14/05/2026  08:00:00,WYT,CP105,,,,,11.8,CJA,,,,,,,,,,10,10
N,BPL2932,BLUTI,1,,14/05/2026  08:00:00,WYT,CP105,,,,,11.5,CJA,,,,,,,,,,10,10
N,BPL2933,BLUTI,1,,14/05/2026  08:00:00,WYT,CP105,,,,,12.5,CJA,,,,,,,,,,10,10
R,BZD2013,BLUTI,6,F,01/05/2026  08:00:00,WYT,CP111,,,,,,CJA,,,,,,,,,,,
O,BZD1085,BLUTI,6,M,12/05/2026  08:00:00,WYT,CP115,89,86,,,,CJA,,,,,,,,,,,
N,BPL2835,BLUTI,5,F,19/05/2026  05:22:00,WYT,CP115,,,,62.0,12.2,CJA,,,,,M,19.2,,,,,
N,BPL0079,BLUTI,1,,21/05/2026  12:30:00,WYT,CP115,,,,,12.3,CJA,,,,,,,,,,2,2
N,BPL0080,BLUTI,1,,21/05/2026  12:30:00,WYT,CP115,,,,,12.2,CJA,,,,,,,,,,2,2
R,BZD1217,BLUTI,5,M,15/05/2026  09:42:00,WYT,CP117,,,,65.0,10.3,CJA,,,,,M,20.0,,,,,
N,BPL0036,BLUTI,1,,19/05/2026  09:00:00,WYT,CP117,,,,,11.1,CJA,,,,,,,,,,8,8
N,BPL0037,BLUTI,1,,19/05/2026  09:00:00,WYT,CP117,,,,,10.7,CJA,,,,,,,,,,8,8
N,BPL0038,BLUTI,1,,19/05/2026  08:00:00,WYT,CP117,,,,,10.6,CJA,,,,,,,,,,8,8
N,BPL0039,BLUTI,1,,19/05/2026  08:00:00,WYT,CP117,,,,,10.7,CJA,,,,,,,,,,8,8
N,BPL0040,BLUTI,1,,19/05/2026  08:00:00,WYT,CP117,,,,,10.5,CJA,,,,,,,,,,8,8
N,BPL0041,BLUTI,1,,19/05/2026  08:00:00,WYT,CP117,,,,,11.0,CJA,,,,,,,,,,8,8
N,BPL0042,BLUTI,1,,19/05/2026  08:00:00,WYT,CP117,,,,,11.2,CJA,,,,,,,,,,8,8
N,BPL0043,BLUTI,1,,19/05/2026  08:00:00,WYT,CP117,,,,,10.6,CJA,,,,,,,,,,8,8
R,PY90308,GRETI,6,F,10/05/2026  23:57:00,WYT,CP12,,,,,19.4,IMB,,,,,M,23.0,,,,,
R,PY90308,GRETI,6,F,12/05/2026  23:19:59,WYT,CP12,,,,,19.7,IMB,,,,,M,22.8,,,,,
O,PY90308,GRETI,6,F,06/05/2026  08:00:00,WYT,CP12,89,86,,,,CJA,,,,,,,,,,,
R,TY70474,GRETI,6,M,11/05/2026  15:00:00,WYT,CP12,,,,74.0,19.2,CJA,,,,,M,23.0,,,,,
N,JF62798,GRETI,1,,15/05/2026  11:45:00,WYT,CP12,,,,,18.6,CJA,,,,,,,,,,5,5
N,JF62799,GRETI,1,,15/05/2026  11:45:00,WYT,CP12,,,,,18.4,CJA,,,,,,,,,,5,5
N,JF62800,GRETI,1,,15/05/2026  11:45:00,WYT,CP12,,,,,17.9,CJA,,,,,,,,,,5,5
N,JF62501,GRETI,1,,15/05/2026  11:45:00,WYT,CP12,,,,,16.7,CJA,,,,,,,,,,5,5
N,JF62502,GRETI,1,,15/05/2026  12:30:00,WYT,CP12,,,,,18.8,CJA,,,,,,,,,,5,5
R,BZD1270,BLUTI,5,F,13/05/2026  03:00:00,WYT,CP120,,,,,10.7,KMM,,,,,,,,,,,
R,BZD1270,BLUTI,5,F,23/04/2026  08:00:00,WYT,CP120,,,,,,CJA,,,,,,,,,,,
R,BHJ8274,BLUTI,5,M,13/05/2026  13:44:00,WYT,CP120,,,,63.0,10.5,CJA,,,,,M,19.5,,,,,
N,BPL3152,BLUTI,1,,17/05/2026  12:59:59,WYT,CP120,,,,,11.2,CJA,,,,,,,,,,8,8
N,BPL3153,BLUTI,1,,17/05/2026  12:59:59,WYT,CP120,,,,,9.9,CJA,,,,,,,,,,8,8
N,BPL3154,BLUTI,1,,17/05/2026  08:00:00,WYT,CP120,,,,,10.3,CJA,,,,,,,,,,8,8
N,BPL3155,BLUTI,1,,17/05/2026  08:00:00,WYT,CP120,,,,,10.9,CJA,,,,,,,,,,8,8
N,BPL3156,BLUTI,1,,17/05/2026  08:00:00,WYT,CP120,,,,,9.5,CJA,,,,,,,,,,8,8
N,BPL3157,BLUTI,1,,17/05/2026  08:00:00,WYT,CP120,,,,,11.8,CJA,,,,,,,,,,8,8
N,BPL3158,BLUTI,1,,17/05/2026  08:00:00,WYT,CP120,,,,,10.8,CJA,,,,,,,,,,8,8
N,BPL3159,BLUTI,1,,17/05/2026  08:00:00,WYT,CP120,,,,,11.2,CJA,,,,,,,,,,8,8
O,BZD1114,BLUTI,6,F,10/05/2026  08:00:00,WYT,CP125,89,86,,,,CJA,,,,,,,,,,,
R,BZD1114,BLUTI,6,F,15/05/2026  10:30:00,WYT,CP125,,,,63.0,10.9,CJA,,,,,M,19.0,,,,,
R,BZD1274,BLUTI,5,M,15/05/2026  08:33:59,WYT,CP125,,,,64.0,10.9,CJA,,,,,M,19.2,,,,,
N,BPL0020,BLUTI,1,,19/05/2026  08:29:00,WYT,CP125,,,,,10.8,CJA,,,,,,,,,,10,10
N,BPL0021,BLUTI,1,,19/05/2026  08:29:00,WYT,CP125,,,,,10.9,CJA,,,,,,,,,,10,10
N,BPL0022,BLUTI,1,,19/05/2026  08:00:00,WYT,CP125,,,,,11.0,CJA,,,,,,,,,,10,10
N,BPL0023,BLUTI,1,,19/05/2026  08:00:00,WYT,CP125,,,,,10.5,CJA,,,,,,,,,,10,10
N,BPL0024,BLUTI,1,,19/05/2026  08:00:00,WYT,CP125,,,,,10.0,CJA,,,,,,,,,,10,10
N,BPL0025,BLUTI,1,,19/05/2026  08:00:00,WYT,CP125,,,,,10.6,CJA,,,,,,,,,,10,10
N,BPL0026,BLUTI,1,,19/05/2026  08:00:00,WYT,CP125,,,,,10.5,CJA,,,,,,,,,,10,10
N,BPL0027,BLUTI,1,,19/05/2026  08:00:00,WYT,CP125,,,,,11.5,CJA,,,,,,,,,,10,10
N,BPL0028,BLUTI,1,,19/05/2026  08:00:00,WYT,CP125,,,,,10.4,CJA,,,,,,,,,,10,10
N,BPL0029,BLUTI,1,,19/05/2026  08:00:00,WYT,CP125,,,,,10.0,CJA,,,,,,,,,,10,10
O,BZD2533,BLUTI,6,M,10/05/2026  08:00:00,WYT,CP126,89,86,,,,CJA,,,,,,,,,,,
N,BPL2830,BLUTI,5,F,15/05/2026  08:17:59,WYT,CP126,,,,62.0,9.6,CJA,,,,,M,18.8,,,,,
N,BPL0011,BLUTI,1,,19/05/2026  08:10:00,WYT,CP126,,,,,10.9,CJA,,,,,,,,,,9,9
N,BPL0012,BLUTI,1,,19/05/2026  08:10:00,WYT,CP126,,,,,10.2,CJA,,,,,,,,,,9,9
N,BPL0013,BLUTI,1,,19/05/2026  08:00:00,WYT,CP126,,,,,11.0,CJA,,,,,,,,,,9,9
N,BPL0014,BLUTI,1,,19/05/2026  08:00:00,WYT,CP126,,,,,9.5,CJA,,,,,,,,,,9,9
N,BPL0015,BLUTI,1,,19/05/2026  08:00:00,WYT,CP126,,,,,10.6,CJA,,,,,,,,,,9,9
N,BPL0016,BLUTI,1,,19/05/2026  08:00:00,WYT,CP126,,,,,10.4,CJA,,,,,,,,,,9,9
N,BPL0017,BLUTI,1,,19/05/2026  08:00:00,WYT,CP126,,,,,10.8,CJA,,,,,,,,,,9,9
N,BPL0018,BLUTI,1,,19/05/2026  08:00:00,WYT,CP126,,,,,10.4,CJA,,,,,,,,,,9,9
N,BPL0019,BLUTI,1,,19/05/2026  08:00:00,WYT,CP126,,,,,10.5,CJA,,,,,,,,,,9,9
O,BZD1109,BLUTI,6,F,05/05/2026  08:00:00,WYT,CP127,89,86,,,,CJA,,,,,,,,,,,
O,BZD1109,BLUTI,6,F,10/05/2026  08:00:00,WYT,CP127,89,86,,,,CJA,,,,,,,,,,,
R,BZD1109,BLUTI,6,F,15/05/2026  09:00:00,WYT,CP127,,,,62.0,9.8,CJA,,,,,M,19.2,,,,,
N,BPL0030,BLUTI,1,,19/05/2026  08:45:00,WYT,CP127,,,,,10.2,CJA,,,,,,,,,,6,6
N,BPL0031,BLUTI,1,,19/05/2026  08:45:00,WYT,CP127,,,,,10.5,CJA,,,,,,,,,,6,6
N,BPL0032,BLUTI,1,,19/05/2026  08:00:00,WYT,CP127,,,,,9.5,CJA,,,,,,,,,,6,6
N,BPL0033,BLUTI,1,,19/05/2026  08:00:00,WYT,CP127,,,,,9.7,CJA,,,,,,,,,,6,6
N,BPL0034,BLUTI,1,,19/05/2026  08:00:00,WYT,CP127,,,,,9.5,CJA,,,,,,,,,,6,6
N,BPL0035,BLUTI,1,,19/05/2026  08:00:00,WYT,CP127,,,,,9.8,CJA,,,,,,,,,,6,6
O,BZD1578,BLUTI,5,,08/05/2026  08:00:00,WYT,CP13,89,86,,,,CJA,,,,,,,,,,,
R,BZD1578,BLUTI,5,M,14/05/2026  11:10:59,WYT,CP13,,,,64.0,9.9,CJA,,,,,M,20.2,,,,,
R,BZD0804,BLUTI,5,F,14/05/2026  15:27:00,WYT,CP13,,,,62.0,10.7,CJA,,,,,M,19.0,,,,,
N,BPL3187,BLUTI,1,,18/05/2026  10:44:59,WYT,CP13,,,,,11.3,CJA,,,,,,,,,,7,7
N,BPL3188,BLUTI,1,,18/05/2026  10:44:59,WYT,CP13,,,,,11.4,CJA,,,,,,,,,,7,7
N,BPL3189,BLUTI,1,,18/05/2026  10:44:59,WYT,CP13,,,,,11.1,CJA,,,,,,,,,,7,7
N,BPL3190,BLUTI,1,,18/05/2026  10:44:59,WYT,CP13,,,,,10.1,CJA,,,,,,,,,,7,7
N,BPL3191,BLUTI,1,,18/05/2026  10:44:59,WYT,CP13,,,,,11.3,CJA,,,,,,,,,,7,7
N,BPL3192,BLUTI,1,,18/05/2026  10:44:59,WYT,CP13,,,,,10.7,CJA,,,,,,,,,,7,7
N,BPL3193,BLUTI,1,,18/05/2026  10:44:59,WYT,CP13,,,,,11.8,CJA,,,,,,,,,,7,7
R,AJY6367,BLUTI,6,F,27/04/2026  08:00:00,WYT,CP132,,,,,,CJA,,,,,,,,,,,
