"","ring","Pnum","year","sex","unique2","weight","tarsus","wing_l","age","date"
"283","VF63768","20051P24",2005,"M","20051P24_VF63768",17.3,NA,73.5,"5","26/05/2005"
"284","TC58049","20051P6",2005,"M","20051P6_TC58049",17.9,NA,74.5,"5","21/05/2005"
"285","N199298","20051P7",2005,"M","20051P7_N199298",18.1,NA,76,"5","21/05/2005"
"286","T640316","20051SW10",2005,"M","20051SW10_T640316",18.8,NA,75,"6","24/05/2005"
"287","T550169","20051SW102",2005,"M","20051SW102_T550169",18.2,NA,75.5,"5","22/05/2005"
"288","N199001","20051SW107",2005,"M","20051SW107_N199001",19.6,NA,79,"6","20/05/2005"
"289","T550174","20051SW112",2005,"M","20051SW112_T550174",21.9,NA,74,"6","24/05/2005"
"290","VF63740","20051SW115",2005,"M","20051SW115_VF63740",18,NA,76,"5","25/05/2005"
"291","VF63460","20051SW122",2005,"M","20051SW122_VF63460",17.6,NA,75,"5","27/05/2005"
"292","T550172","20051SW127",2005,"M","20051SW127_T550172",18,NA,77,"6","24/05/2005"
"293","N199007","20051SW129",2005,"M","20051SW129_N199007",18.4,NA,78,"6","01/06/2005"
"294","T550181","20051SW131",2005,"M","20051SW131_T550181",19,NA,72,"5","27/05/2005"
"295","TC58099","20051SW132",2005,"M","20051SW132_TC58099",18.2,NA,78,"5","23/05/2005"
"296","VF63410","20051SW14",2005,"M","20051SW14_VF63410",18.8,NA,76,"5","27/05/2005"
"297","VF63063","20051SW16",2005,"M","20051SW16_VF63063",18.5,NA,77.5,"6","23/05/2005"
"298","VF63141","20051SW18",2005,"M","20051SW18_VF63141",18.2,NA,76,"6","25/05/2005"
"299","T640318","20051SW21",2005,"M","20051SW21_T640318",18,NA,76,"5","25/05/2005"
"300","T640326","20051SW29",2005,"M","20051SW29_T640326",18.5,NA,76,"5","31/05/2005"
"301","VT33942","20051SW3",2005,"M","20051SW3_VT33942",18,NA,75,"6","26/05/2005"
"302","VF63747","20051SW30",2005,"M","20051SW30_VF63747",18,NA,77.5,"5","28/05/2005"
"303","TA15228","20051SW32",2005,"M","20051SW32_TA15228",19.2,NA,75.5,"6","03/06/2005"
"304","T640306","20051SW36",2005,"M","20051SW36_T640306",17.5,NA,78.5,"6","18/05/2005"
"305","TB26142","20051SW40",2005,"M","20051SW40_TB26142",18.5,NA,76,"5","30/05/2005"
"306","T640325","20051SW44",2005,"M","20051SW44_T640325",18.6,NA,78.5,"6","29/05/2005"
"307","VT34549","20051SW49",2005,"M","20051SW49_VT34549",17.5,NA,79,"6","03/06/2005"
"308","TC58185","20051SW5",2005,"M","20051SW5_TC58185",19.1,NA,75.5,"5","24/05/2005"
"309","VF63731","20051SW54",2005,"M","20051SW54_VF63731",18.8,NA,76,"5","25/05/2005"
"310","TC58076","20051SW6",2005,"M","20051SW6_TC58076",16.9,NA,74,"5","02/06/2005"
"311","TB26398","20051SW66",2005,"M","20051SW66_TB26398",18.5,NA,73.5,"5","01/06/2005"
"312","TC58015","20051SW69",2005,"M","20051SW69_TC58015",18.2,NA,75.5,"5","25/05/2005"
"313","TC58168","20051SW72",2005,"M","20051SW72_TC58168",18.8,NA,76.5,"5","27/05/2005"
"314","VF63453","20051SW76",2005,"M","20051SW76_VF63453",18.2,NA,76,"5","27/05/2005"
"315","VR91849","20051SW78",2005,"M","20051SW78_VR91849",18.2,NA,76,"6","27/05/2005"
"316","TB26324","20051SW82",2005,"M","20051SW82_TB26324",18.2,NA,77.5,"5","25/05/2005"
"317","VR98040","20051SW84A",2005,"M","20051SW84A_VR98040",19,NA,75,"5","05/06/2005"
"318","R999485","20051W1",2005,"M","20051W1_R999485",18.2,NA,75,"5","27/05/2005"
"319","VT33008","20051W100",2005,"M","20051W100_VT33008",18.6,NA,78,"6","17/05/2005"
"320","TC58357","20051W101",2005,"M","20051W101_TC58357",18.7,NA,77,"5","27/05/2005"
"321","TB26591","20051W103",2005,"M","20051W103_TB26591",18.8,NA,76,"5","27/05/2005"
"322","H300646","20051W103A",2005,"M","20051W103A_H300646",18.9,NA,78,"5","17/05/2005"
"323","R040111","20051W105",2005,"M","20051W105_R040111",19.7,NA,77,"6","27/05/2005"
"324","P439006","20051W13",2005,"M","20051W13_P439006",18.5,NA,76,"6","20/05/2005"
"325","TC58574","20051W14",2005,"M","20051W14_TC58574",19.2,NA,75,"5","18/05/2005"
"326","E985048","20051W16",2005,"M","20051W16_E985048",20.2,NA,78,"5","18/05/2005"
"327","T176481","20051W17",2005,"M","20051W17_T176481",17.1,NA,73.5,"5","24/05/2005"
"328","C695383","20051W20",2005,"M","20051W20_C695383",18.6,NA,75,"6","18/05/2005"
"329","E985061","20051W22",2005,"M","20051W22_E985061",18.2,NA,75.5,"5","21/05/2005"
"330","VR98355","20051W23",2005,"M","20051W23_VR98355",18.7,NA,76,"5","24/05/2005"
"331","VT33760","20051W26",2005,"M","20051W26_VT33760",19,NA,75,"6","16/05/2005"
"332","TC58372","20051W27",2005,"M","20051W27_TC58372",18.4,NA,76,"5","21/05/2005"
"333","R999425","20051W29",2005,"M","20051W29_R999425",18.8,NA,75,"6","24/05/2005"
"334","E985043","20051W3",2005,"M","20051W3_E985043",19,NA,75,"5","17/05/2005"
"335","E985098","20051W33",2005,"M","20051W33_E985098",19,NA,75,"5","29/05/2005"
"336","R040039","20051W37",2005,"M","20051W37_R040039",17.4,NA,77,"6","16/05/2005"
"337","TC58354","20051W39",2005,"M","20051W39_TC58354",20.2,NA,78,"5","18/05/2005"
"338","E985046","20051W40",2005,"M","20051W40_E985046",18.6,NA,77,"5","18/05/2005"
"339","E985072","20051W42",2005,"M","20051W42_E985072",18.2,NA,76,"5","24/05/2005"
"340","T177535","20051W46",2005,"M","20051W46_T177535",19,NA,77,"5","17/05/2005"
"341","E985069","20051W5",2005,"M","20051W5_E985069",20.4,NA,76.5,"5","23/05/2005"
"342","TC58369","20051W51",2005,"M","20051W51_TC58369",18.7,NA,76,"5","16/05/2005"
"343","E985047","20051W53",2005,"M","20051W53_E985047",19.3,NA,74,"5","18/05/2005"
"344","VS83783","20051W54",2005,"M","20051W54_VS83783",20.2,NA,77,"6","18/05/2005"
"345","E985065","20051W56",2005,"M","20051W56_E985065",18.5,NA,76,"5","22/05/2005"
"346","E985064","20051W59",2005,"M","20051W59_E985064",18.9,NA,75,"5","22/05/2005"
"347","E985074","20051W60",2005,"M","20051W60_E985074",17.5,NA,74,"5","24/05/2005"
"348","VT33711","20051W64",2005,"M","20051W64_VT33711",18.3,NA,76,"6","22/05/2005"
"349","VF64874","20051W66",2005,"M","20051W66_VF64874",18.4,NA,79,"6","22/05/2005"
"350","N200906","20051W71",2005,"M","20051W71_N200906",18.5,NA,76.5,"5","01/06/2005"
"351","VR98344","20051W73",2005,"M","20051W73_VR98344",18.2,NA,75.5,"5","22/05/2005"
"352","VT33548","20051W75A",2005,"M","20051W75A_VT33548",19.4,NA,78,"6","22/05/2005"
"353","T177529","20051W79",2005,"M","20051W79_T177529",18.7,NA,77,"6","04/06/2005"
"354","N200600","20051W8",2005,"M","20051W8_N200600",19.1,NA,76,"6","30/05/2005"
"355","TC58270","20051W81",2005,"M","20051W81_TC58270",18.5,NA,74,"5","22/05/2005"
"356","VT33709","20051W87",2005,"M","20051W87_VT33709",19.2,NA,78,"6","17/05/2005"
"357","TC58047","20051W89",2005,"M","20051W89_TC58047",19.3,NA,77,"5","29/05/2005"
"358","P439199","20051W92",2005,"M","20051W92_P439199",19.8,NA,78.5,"6","29/05/2005"
"359","N200769","20051W94",2005,"M","20051W94_N200769",17.8,NA,76,"6","22/05/2005"
"360","TC58376","20051W96",2005,"M","20051W96_TC58376",20,NA,77,"5","22/05/2005"
"361","TC58263","20051W99A",2005,"M","20051W99A_TC58263",19,NA,77,"5","22/05/2005"
"362","TC58521","20052CP5",2005,"M","20052CP5_TC58521",19.1,NA,76.5,"5","23/05/2005"
"363","TC59009","20061EX10A",2006,"M","20061EX10A_TC59009",18.5,NA,77,"5","30/05/2006"
"364","R639114","20061EX11",2006,"M","20061EX11_R639114",17.5,NA,76,"6","30/05/2006"
"365","TA16682","20061EX13",2006,"M","20061EX13_TA16682",18.3,NA,77,"5","30/05/2006"
"366","TE79807","20061EX13A",2006,"M","20061EX13A_TE79807",18.8,NA,78,"5","13/05/2006"
"367","R639112","20061EX14",2006,"M","20061EX14_R639112",18.4,NA,75,"5","27/05/2006"
"368","TE80109","20061EX14A",2006,"M","20061EX14A_TE80109",20.3,NA,75,"5","27/05/2006"
"369","T177505","20061EX18A",2006,"M","20061EX18A_T177505",18.5,NA,74.5,"6","22/05/2006"
"370","N200903","20061EX20",2006,"M","20061EX20_N200903",17.2,NA,73.5,"6","25/05/2006"
"371","P439131","20061EX26",2006,"M","20061EX26_P439131",19.4,NA,75.5,"6","26/05/2006"
"372","N200587","20061EX29A",2006,"M","20061EX29A_N200587",19.2,NA,77,"6","23/05/2006"
"373","VR98370","20061EX30",2006,"M","20061EX30_VR98370",17.4,NA,76,"6","23/05/2006"
"374","VF64753","20061EX32",2006,"M","20061EX32_VF64753",18.8,NA,75,"6","01/06/2006"
"375","TC58757","20061EX37",2006,"M","20061EX37_TC58757",19.4,NA,74,"5","09/06/2006"
"376","TC58534","20061EX38",2006,"M","20061EX38_TC58534",18.3,NA,76.5,"6","01/06/2006"
"377","T177579","20061EX39",2006,"M","20061EX39_T177579",18,NA,78,"6","03/06/2006"
"378","T177596","20061EX4",2006,"M","20061EX4_T177596",18.3,NA,75.5,"6","29/05/2006"
"379","VR98216","20061EX41B",2006,"M","20061EX41B_VR98216",18.5,NA,78,"5","30/05/2006"
"380","T176877","20061EX41D",2006,"M","20061EX41D_T176877",17.3,NA,80,"6","27/05/2006"
"381","TE80607","20061EX41E",2006,"M","20061EX41E_TE80607",18.8,NA,78,"5","05/06/2006"
"382","H300640","20061EX42",2006,"M","20061EX42_H300640",18.4,NA,76,"6","01/06/2006"
"383","TA15376","20061EX43",2006,"M","20061EX43_TA15376",18,NA,77,"5","30/05/2006"
"384","N200989","20061EX43B",2006,"M","20061EX43B_N200989",19.6,NA,76,"5","27/05/2006"
"385","TC58153","20061EX45",2006,"M","20061EX45_TC58153",18.3,NA,75,"6","23/05/2006"
"386","J644814","20061EX46",2006,"M","20061EX46_J644814",19.8,NA,75.5,"5","30/05/2006"
"387","R040133","20061EX47A",2006,"M","20061EX47A_R040133",19.3,NA,78,"6","27/05/2006"
"388","H300687","20061EX48",2006,"M","20061EX48_H300687",18.9,NA,80,"6","30/05/2006"
"389","J644805","20061EX49",2006,"M","20061EX49_J644805",18,NA,78,"6","27/05/2006"
"390","J644806","20061EX49A",2006,"M","20061EX49A_J644806",16.5,NA,73.5,"5","27/05/2006"
"391","TB26672","20061EX49B",2006,"M","20061EX49B_TB26672",18.7,NA,77,"6","20/05/2006"
"392","TC58826","20061EX49C",2006,"M","20061EX49C_TC58826",19,NA,78,"5","20/05/2006"
"393","TE80622","20061EX51B",2006,"M","20061EX51B_TE80622",20.1,NA,78,"5","28/05/2006"
"394","J644808","20061EX51C",2006,"M","20061EX51C_J644808",19,NA,76.5,"5","28/05/2006"
"395","TC58469","20061EX51D",2006,"M","20061EX51D_TC58469",19.6,NA,75,"6","06/06/2006"
"396","N200997","20061EX53",2006,"M","20061EX53_N200997",17.5,NA,75,"5","20/05/2006"
"397","R040056","20061EX54",2006,"M","20061EX54_R040056",18.4,NA,78,"6","21/05/2006"
"398","TB26213","20061EX56",2006,"M","20061EX56_TB26213",18.6,NA,76,"6","20/05/2006"
"399","N200968","20061EX5A",2006,"M","20061EX5A_N200968",18.5,NA,76.5,"5","31/05/2006"
"400","E985095","20061EX60",2006,"M","20061EX60_E985095",18.7,NA,77.5,"6","30/05/2006"
"401","T176477","20061EX62",2006,"M","20061EX62_T176477",18,NA,73,"6","20/05/2006"
"402","VF63479","20061EX62B",2006,"M","20061EX62B_VF63479",18.2,NA,77,"6","20/05/2006"
"403","T176885","20061EX62G",2006,"M","20061EX62G_T176885",18.6,NA,77,"5","30/05/2006"
"404","TB26392","20061EX62I",2006,"M","20061EX62I_TB26392",18.4,NA,76,"6","09/06/2006"
"405","TC58041","20061EX64",2006,"M","20061EX64_TC58041",19.6,NA,78,"6","24/05/2006"
"406","J644801","20061EX65",2006,"M","20061EX65_J644801",18.4,NA,74,"5","24/05/2006"
"407","H300605","20061EX67",2006,"M","20061EX67_H300605",18.2,NA,79,"6","24/05/2006"
"408","VT33693","20061EX68",2006,"M","20061EX68_VT33693",18.4,NA,76,"6","27/05/2006"
"409","TE80428","20061EX69",2006,"M","20061EX69_TE80428",18.3,NA,75,"5","24/05/2006"
"410","TB26658","20061EX7",2006,"M","20061EX7_TB26658",17.8,NA,75.5,"6","25/05/2006"
"411","N200953","20061EX71",2006,"M","20061EX71_N200953",17.8,NA,76,"5","20/05/2006"
"412","E985085","20061EX73",2006,"M","20061EX73_E985085",18.2,NA,79,"6","20/05/2006"
"413","VT33379","20061EX75",2006,"M","20061EX75_VT33379",19.2,NA,75,"6","30/05/2006"
"414","R040159","20061EX77",2006,"M","20061EX77_R040159",17.9,NA,76,"6","21/05/2006"
"415","TE79326","20061EX78",2006,"M","20061EX78_TE79326",18.1,NA,74,"5","24/05/2006"
"416","N200991","20061EX79",2006,"M","20061EX79_N200991",18.6,NA,77,"5","24/05/2006"
"417","N200942","20061EX80",2006,"M","20061EX80_N200942",18.4,NA,77.5,"5","24/05/2006"
"418","VF63351","20061EX81A",2006,"M","20061EX81A_VF63351",17.5,NA,77,"6","25/05/2006"
"419","H301196","20061EX84",2006,"M","20061EX84_H301196",18.3,NA,75,"5","24/05/2006"
"420","TE80345","20061EX86",2006,"M","20061EX86_TE80345",17.9,NA,74,"5","02/06/2006"
"421","TC58094","20061EX90",2006,"M","20061EX90_TC58094",20.1,NA,76,"6","06/06/2006"
"422","T640069","20071B11",2007,"M","20071B11_T640069",19,NA,75.5,"6","14/05/2007"
"423","TK27697","20071B20",2007,"M","20071B20_TK27697",18.7,NA,77,"5","17/05/2007"
"424","T640066","20071B227",2007,"M","20071B227_T640066",24.2,NA,77,"6","09/05/2007"
"425","TK25763","20071B229",2007,"M","20071B229_TK25763",19.3,NA,77.5,"5","20/05/2007"
"426","K578935","20071EX11",2007,"M","20071EX11_K578935",17.8,NA,74.5,"5","18/05/2007"
"427","TC59703","20071EX12",2007,"M","20071EX12_TC59703",18.1,NA,74,"5","18/05/2007"
"428","VT33691","20071EX12A",2007,"M","20071EX12A_VT33691",18.6,NA,75,"6","18/05/2007"
"429","R639288","20071EX13",2007,"M","20071EX13_R639288",19.8,NA,75,"4","11/05/2007"
"430","TK25745","20071EX14A",2007,"M","20071EX14A_TK25745",19.4,NA,73,"5","19/05/2007"
"431","TE80109","20071EX14B",2007,"M","20071EX14B_TE80109",19.7,NA,75.5,"6","16/05/2007"
"432","TC59633","20071EX15",2007,"M","20071EX15_TC59633",19.4,NA,76.5,"5","18/05/2007"
"433","TC58178","20071EX17",2007,"M","20071EX17_TC58178",18.6,NA,77,"6","21/05/2007"
"434","T642473","20071EX18",2007,"M","20071EX18_T642473",19.9,NA,78,"5","16/05/2007"
"435","TB26893","20071EX19",2007,"M","20071EX19_TB26893",18.1,NA,73,"5","16/05/2007"
"436","TC59751","20071EX2",2007,"M","20071EX2_TC59751",17.9,NA,75,"5","19/05/2007"
"437","N200903","20071EX20",2007,"M","20071EX20_N200903",17.4,NA,73.5,"6","09/05/2007"
"438","N199505","20071EX22",2007,"M","20071EX22_N199505",19.9,NA,78,"6","16/05/2007"
"439","TE80538","20071EX25",2007,"M","20071EX25_TE80538",18.4,NA,75,"6","22/05/2007"
"440","T177651","20071EX27",2007,"M","20071EX27_T177651",18.5,NA,75.5,"5","11/05/2007"
"441","TE80533","20071EX28",2007,"M","20071EX28_TE80533",18.5,NA,75,"6","18/05/2007"
"442","TK26158","20071EX29",2007,"M","20071EX29_TK26158",17.5,NA,74.5,"5","18/05/2007"
"443","VR98264","20071EX29A",2007,"M","20071EX29A_VR98264",19.1,NA,76,"6","18/05/2007"
"444","VR98670","20071EX30",2007,"M","20071EX30_VR98670",18.6,NA,77,"6","18/05/2007"
"445","TK26525","20071EX31",2007,"M","20071EX31_TK26525",20,NA,76,"5","16/05/2007"
"446","TA16655","20071EX31A",2007,"M","20071EX31A_TA16655",18.1,NA,75,"6","12/05/2007"
"447","TC59648","20071EX33",2007,"M","20071EX33_TC59648",18.4,NA,76,"5","16/05/2007"
"448","TK26067","20071EX34A",2007,"M","20071EX34A_TK26067",19.1,NA,77,"5","16/05/2007"
"449","T177579","20071EX35",2007,"M","20071EX35_T177579",18.9,NA,79,"6","16/05/2007"
"450","TK25806","20071EX36",2007,"M","20071EX36_TK25806",19.9,NA,77,"5","16/05/2007"
"451","H300618","20071EX38",2007,"M","20071EX38_H300618",19.4,NA,76.5,"6","19/05/2007"
"452","J644871","20071EX38A",2007,"M","20071EX38A_J644871",17.8,NA,77,"6","23/05/2007"
"453","E985050","20071EX39A",2007,"M","20071EX39A_E985050",19.5,NA,75,"6","21/05/2007"
"454","T177743","20071EX4",2007,"M","20071EX4_T177743",19.7,NA,76,"5","19/05/2007"
"455","J644886","20071EX41B",2007,"M","20071EX41B_J644886",18.8,NA,75,"6","19/05/2007"
"456","TB27055","20071EX41D",2007,"M","20071EX41D_TB27055",19.4,NA,77,"6","16/05/2007"
"457","TK26235","20071EX41E",2007,"M","20071EX41E_TK26235",17.6,NA,74,"5","29/05/2007"
"458","T177566","20071EX42",2007,"M","20071EX42_T177566",19.6,NA,77,"6","19/05/2007"
"459","TC59923","20071EX43A",2007,"M","20071EX43A_TC59923",17.9,NA,76,"5","16/05/2007"
"460","TK26065","20071EX43C",2007,"M","20071EX43C_TK26065",19.4,NA,77,"5","16/05/2007"
"461","TK27821","20071EX43D",2007,"M","20071EX43D_TK27821",19.4,NA,77,"5","16/05/2007"
"462","TE80338","20071EX43E",2007,"M","20071EX43E_TE80338",20.4,NA,77,"6","21/05/2007"
"463","J644866","20071EX44",2007,"M","20071EX44_J644866",20.1,NA,76.5,"5","21/05/2007"
"464","R040133","20071EX47A",2007,"M","20071EX47A_R040133",19.1,NA,76,"6","21/05/2007"
"465","TK26300","20071EX48",2007,"M","20071EX48_TK26300",19.4,NA,76,"5","16/05/2007"
"466","TC58826","20071EX48A",2007,"M","20071EX48A_TC58826",19.6,NA,79,"6","16/05/2007"
"467","T640586","20071EX49",2007,"M","20071EX49_T640586",19.7,NA,77,"5","16/05/2007"
"468","N199635","20071EX49A",2007,"M","20071EX49A_N199635",18.8,NA,79,"6","11/05/2007"
"469","TB26672","20071EX49B",2007,"M","20071EX49B_TB26672",19.8,NA,78,"6","16/05/2007"
"470","T177644","20071EX51",2007,"M","20071EX51_T177644",18.6,NA,77,"5","11/05/2007"
"471","TE80622","20071EX51A",2007,"M","20071EX51A_TE80622",20.8,NA,78,"6","17/05/2007"
"472","J644808","20071EX51C",2007,"M","20071EX51C_J644808",19.4,NA,77,"6","17/05/2007"
"473","VF63055","20071EX52",2007,"M","20071EX52_VF63055",17.6,NA,75,"6","11/05/2007"
"474","TB26213","20071EX56",2007,"M","20071EX56_TB26213",18.9,NA,76,"6","11/05/2007"
"475","J644805","20071EX59",2007,"M","20071EX59_J644805",17.9,NA,78,"6","18/05/2007"
"476","TK27481","20071EX5A",2007,"M","20071EX5A_TK27481",19.9,NA,75,"5","19/05/2007"
"477","N199645","20071EX60",2007,"M","20071EX60_N199645",18,NA,74.5,"5","18/05/2007"
"478","T176477","20071EX62A",2007,"M","20071EX62A_T176477",18.8,NA,73.5,"6","13/05/2007"
"479","VF63479","20071EX62B",2007,"M","20071EX62B_VF63479",18.8,NA,76,"6","13/05/2007"
"480","TC59195","20071EX62D",2007,"M","20071EX62D_TC59195",18.8,NA,75,"5","19/05/2007"
"481","TB26392","20071EX62E",2007,"M","20071EX62E_TB26392",17.9,NA,76,"6","13/05/2007"
"482","TK26376","20071EX62G",2007,"M","20071EX62G_TK26376",18.7,NA,76,"5","19/05/2007"
"483","TC59784","20071EX62H",2007,"M","20071EX62H_TC59784",17.7,NA,74,"5","24/05/2007"
"484","TC58041","20071EX64",2007,"M","20071EX64_TC58041",19.9,NA,78,"6","18/05/2007"
"485","TE80167","20071EX65",2007,"M","20071EX65_TE80167",19.7,NA,78,"6","11/05/2007"
"486","N200991","20071EX67",2007,"M","20071EX67_N200991",19.6,NA,78,"6","18/05/2007"
"487","N199646","20071EX68",2007,"M","20071EX68_N199646",21.3,NA,77,"5","18/05/2007"
"488","TB26658","20071EX7",2007,"M","20071EX7_TB26658",18.8,NA,74,"6","22/05/2007"
"489","TK25817","20071EX73",2007,"M","20071EX73_TK25817",18.7,NA,74,"5","19/05/2007"
"490","TK25815","20071EX74",2007,"M","20071EX74_TK25815",20,NA,75,"5","18/05/2007"
"491","VT33379","20071EX75A",2007,"M","20071EX75A_VT33379",19.1,NA,75,"6","21/05/2007"
"492","N199648","20071EX76",2007,"M","20071EX76_N199648",17.9,NA,75,"5","18/05/2007"
"493","TK26609","20071EX78",2007,"M","20071EX78_TK26609",19.5,NA,74,"5","19/05/2007"
"494","VT33693","20071EX79",2007,"M","20071EX79_VT33693",18.6,NA,76,"6","18/05/2007"
"495","J644860","20071EX8",2007,"M","20071EX8_J644860",18.4,NA,74.5,"5","18/05/2007"
"496","N200942","20071EX80",2007,"M","20071EX80_N200942",19.4,NA,78,"6","18/05/2007"
"497","TK27676","20071EX81A",2007,"M","20071EX81A_TK27676",18.5,NA,76,"5","19/05/2007"
"498","N200907","20071EX9",2007,"M","20071EX9_N200907",18.5,NA,76.5,"6","19/05/2007"
"499","TK26133","20071EX90",2007,"M","20071EX90_TK26133",19.5,NA,76,"5","19/05/2007"
"500","VF63930","20071EX92",2007,"M","20071EX92_VF63930",19.9,NA,77,"6","19/05/2007"
"501","VR98112","20072C109",2007,"M","20072C109_VR98112",18,NA,78,"6","04/06/2007"
"502","N199455","20072C53",2007,"M","20072C53_N199455",18.3,NA,77,"6","30/05/2007"
"503","TA16240","20072MP74",2007,"M","20072MP74_TA16240",18.9,NA,78,"6","11/06/2007"
"504","T640776","20091B11",2009,"M","20091B11_T640776",18.7,NA,76,"5","18/05/2009"
"505","TK27225","20091B7",2009,"M","20091B7_TK27225",18.5,NA,78,"6","13/05/2009"
"506","JC44869","20092C155",2009,"M","20092C155_JC44869",18.8,NA,77,"6","15/06/2009"
"507","J644957","20092EX42",2009,"M","20092EX42_J644957",18.5,NA,72,"6","17/05/2009"
"508","J644949","20092EX5A",2009,"M","20092EX5A_J644949",17.5,NA,76,"6","14/05/2009"
"509","X237973","20101B222",2010,"M","20101B222_X237973",18.6,23.7,75.5,"5","24/05/2010"
"510","TL37639","20101B227",2010,"M","20101B227_TL37639",17.8,23.1,77,"5","14/05/2010"
"511","F952476","20102C11",2010,"M","20102C11_F952476",18.2,23.9,78,"6","15/06/2010"
"512","TP42016","20102EX14",2010,"M","20102EX14_TP42016",20.7,24.7,76,"5","25/05/2010"
"513","TR40179","20111B222",2011,"M","20111B222_TR40179",18.4,23.7,78,"5","17/05/2011"
"514","L808167","20111C24",2011,"M","20111C24_L808167",18.2,23.9,75,"5","14/05/2011"
"515","L312865","20121CP28",2012,"M","20121CP28_L312865",19.3,23.7,78,"6","08/05/2012"
"516","TP28632","20122CP8",2012,"M","20122CP8_TP28632",18.1,24.5,75,"6","08/06/2012"
"517","TS45553","20122O78A",2012,"M","20122O78A_TS45553",19.7,23.5,73,"5","26/05/2012"
"518","TL38698","20191W104",2019,"M","20191W104_TL38698",18.7,23.4,74,"6","18/05/2019"
"519","TY68270","20211C20",2021,"M","20211C20_TY68270",18.1,NA,77,"5","12/05/2021"
"520","VZ31230","20211HE3",2021,"M","20211HE3_VZ31230",18.1,23.5,75,"6","23/06/2021"
"521","PF71944","20231C19",2023,"M","20231C19_PF71944",17.1,23.9,74,"5","04/05/2023"
"522","TY70970","20241B227",2024,"M","20241B227_TY70970",18.6,22.7,76,"6","17/05/2024"
"523","TY69956","20241W49",2024,"M","20241W49_TY69956",20.2,23.2,76,"5","13/06/2024"
"524","PT99056","20241W78",2024,"M","20241W78_PT99056",18.6,23.5,72,"5","20/06/2024"
"525","BP11056","19731C39",1973,"F","19731C39_BP11056",17.5,NA,71,"5","01/04/1973"
"526","BP11048","19741EX13",1974,"F","19741EX13_BP11048",18.9,NA,74.5,"6","18/06/1974"
"527","BP52330","19741W25",1974,"F","19741W25_BP52330",18.3,NA,72.5,"6","11/06/1974"
"528","BP11908","19741W38",1974,"F","19741W38_BP11908",18.3,NA,70,"5","27/06/1974"
"529","BP11602","19741W56",1974,"F","19741W56_BP11602",18.6,NA,70,"5","21/06/1974"
"530","KJ73148","19791EX34",1979,"F","19791EX34_KJ73148",18.2,NA,72,"5","24/05/1979"
"531","NA22890","19791W81",1979,"F","19791W81_NA22890",17.9,NA,70.25,"5","03/06/1979"
